"Worker ID","ImageOnly #1: ID","ImageOnly #1: Emotions","ImageOnly #1: Other Emotions","ImageOnly #2: ID","ImageOnly #2: Emotions","ImageOnly #2: Other Emotions","ImageOnly #3: ID","ImageOnly #3: Emotions","ImageOnly #3: Other Emotions","ImageOnly #4: ID","ImageOnly #4: Emotions","ImageOnly #4: Other Emotions","ImageOnly #5: ID","ImageOnly #5: Emotions","ImageOnly #5: Other Emotions","TitleOnly #1: ID","TitleOnly #1: Emotions","TitleOnly #1: Other Emotions","TitleOnly #2: ID","TitleOnly #2: Emotions","TitleOnly #2: Other Emotions","TitleOnly #3: ID","TitleOnly #3: Emotions","TitleOnly #3: Other Emotions","TitleOnly #4: ID","TitleOnly #4: Emotions","TitleOnly #4: Other Emotions","TitleOnly #5: ID","TitleOnly #5: Emotions","TitleOnly #5: Other Emotions","Art (image+title) #1: ID","Art (image+title) #1: Emotions","Art (image+title) #1: Other Emotions","Art (image+title) #1: Is painting","Art (image+title) #1: Face/body","Art (image+title) #1: Art rating","Art (image+title) #2: ID","Art (image+title) #2: Emotions","Art (image+title) #2: Other Emotions","Art (image+title) #2: Is painting","Art (image+title) #2: Face/body","Art (image+title) #2: Art rating","Art (image+title) #3: ID","Art (image+title) #3: Emotions","Art (image+title) #3: Other Emotions","Art (image+title) #3: Is painting","Art (image+title) #3: Face/body","Art (image+title) #3: Art rating","Art (image+title) #4: ID","Art (image+title) #4: Emotions","Art (image+title) #4: Other Emotions","Art (image+title) #4: Is painting","Art (image+title) #4: Face/body","Art (image+title) #4: Art rating","Art (image+title) #5: ID","Art (image+title) #5: Emotions","Art (image+title) #5: Other Emotions","Art (image+title) #5: Is painting","Art (image+title) #5: Face/body","Art (image+title) #5: Art rating"
worker_13,57726f0fedc2cb3880b94ae6,anticipation,,57727334edc2cb3880c7ea9a,happiness,,57726e8dedc2cb3880b76528,happiness,,57728095edc2cb3880f1c3f4,anticipation,,5772850cedc2cb3880ffc52b,happiness,,57726f0fedc2cb3880b94ae6,other,n,5772850cedc2cb3880ffc52b,other,ol,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,happiness,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,surprise,,yes,none,-2,57726f0fedc2cb3880b94ae6,anticipation,,yes,"face
body",2,57726e8dedc2cb3880b76528,happiness,,yes,"face
body",2,5772850cedc2cb3880ffc52b,happiness,,yes,none,3,57727334edc2cb3880c7ea9a,happiness,,yes,"face
body",2
worker_14,57726f0fedc2cb3880b94ae6,sadness,,57727334edc2cb3880c7ea9a,"happiness
love",,57726e8dedc2cb3880b76528,arrogance,,57728095edc2cb3880f1c3f4,"anticipation
surprise",,5772850cedc2cb3880ffc52b,happiness,,57726f0fedc2cb3880b94ae6,trust,,5772850cedc2cb3880ffc52b,anticipation,,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,happiness,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,"anticipation
surprise",,yes,none,-1,57726f0fedc2cb3880b94ae6,sadness,,yes,face,1,57726e8dedc2cb3880b76528,arrogance,,yes,face,1,5772850cedc2cb3880ffc52b,happiness,,yes,none,2,57727334edc2cb3880c7ea9a,"happiness
love",,yes,"face
body",3
worker_15,57726f0fedc2cb3880b94ae6,humility,,57727334edc2cb3880c7ea9a,"happiness
arrogance",,57726e8dedc2cb3880b76528,arrogance,,57728095edc2cb3880f1c3f4,"fear
pessimism",,5772850cedc2cb3880ffc52b,"humility
happiness",,57726f0fedc2cb3880b94ae6,"fear
pessimism",,5772850cedc2cb3880ffc52b,trust,,57726e8dedc2cb3880b76528,arrogance,,57728095edc2cb3880f1c3f4,"trust
optimism",,57727334edc2cb3880c7ea9a,"happiness
optimism",,57728095edc2cb3880f1c3f4,"pessimism
sadness",,yes,none,3,57726f0fedc2cb3880b94ae6,"humility
shame",,yes,"face
body",3,57726e8dedc2cb3880b76528,arrogance,,yes,"face
body",2,5772850cedc2cb3880ffc52b,"humility
happiness
optimism",,yes,none,3,57727334edc2cb3880c7ea9a,"happiness
arrogance",,yes,"face
body",3
worker_16,57726f0fedc2cb3880b94ae6,trust,,57727334edc2cb3880c7ea9a,happiness,,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,happiness,,5772850cedc2cb3880ffc52b,humility,,57726f0fedc2cb3880b94ae6,shame,,5772850cedc2cb3880ffc52b,trust,,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,humility,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,"humility
happiness",,yes,none,3,57726f0fedc2cb3880b94ae6,trust,,yes,"face
body",3,57726e8dedc2cb3880b76528,trust,,yes,"face
body",-3,5772850cedc2cb3880ffc52b,humility,,yes,none,3,57727334edc2cb3880c7ea9a,happiness,,yes,"face
body",3
worker_17,57726f0fedc2cb3880b94ae6,"humility
sadness",,57727334edc2cb3880c7ea9a,"happiness
optimism
arrogance",,57726e8dedc2cb3880b76528,"happiness
optimism",,57728095edc2cb3880f1c3f4,"disagreeableness
anticipation
surprise",,5772850cedc2cb3880ffc52b,"happiness
optimism
anticipation",,57726f0fedc2cb3880b94ae6,anticipation,,5772850cedc2cb3880ffc52b,other,ol,57726e8dedc2cb3880b76528,anticipation,,57728095edc2cb3880f1c3f4,happiness,,57727334edc2cb3880c7ea9a,"happiness
optimism",,57728095edc2cb3880f1c3f4,surprise,,yes,none,1,57726f0fedc2cb3880b94ae6,"disgust
fear
pessimism
sadness",,yes,face,3,57726e8dedc2cb3880b76528,"trust
happiness
anticipation
surprise",,yes,face,2,5772850cedc2cb3880ffc52b,"humility
happiness
optimism",,yes,none,3,57727334edc2cb3880c7ea9a,"happiness
optimism
arrogance",,yes,"face
body",3
worker_18,57726f0fedc2cb3880b94ae6,disgust,,57727334edc2cb3880c7ea9a,happiness,,57726e8dedc2cb3880b76528,happiness,,57728095edc2cb3880f1c3f4,anticipation,,5772850cedc2cb3880ffc52b,sadness,,57726f0fedc2cb3880b94ae6,disgust,,5772850cedc2cb3880ffc52b,other,ol,57726e8dedc2cb3880b76528,happiness,,57728095edc2cb3880f1c3f4,humility,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,anticipation,,yes,none,2,57726f0fedc2cb3880b94ae6,disgust,,yes,"face
body",1,57726e8dedc2cb3880b76528,happiness,,yes,"face
body",1,5772850cedc2cb3880ffc52b,sadness,,yes,none,1,57727334edc2cb3880c7ea9a,happiness,,yes,"face
body",1
worker_8,57726f0fedc2cb3880b94ae6,"trust
agreeableness
anticipation
surprise",,57727334edc2cb3880c7ea9a,"trust
happiness
anticipation
surprise",,57726e8dedc2cb3880b76528,"trust
gratitude
anticipation
surprise",,57728095edc2cb3880f1c3f4,"trust
arrogance
anticipation
surprise",,5772850cedc2cb3880ffc52b,"trust
arrogance
anticipation
surprise",,57726f0fedc2cb3880b94ae6,"trust
agreeableness
anticipation
surprise",,5772850cedc2cb3880ffc52b,"trust
anticipation
surprise",,57726e8dedc2cb3880b76528,"trust
love
anticipation
surprise",,57728095edc2cb3880f1c3f4,"trust
gratitude
anticipation
surprise",,57727334edc2cb3880c7ea9a,"trust
happiness
anticipation
surprise",,57728095edc2cb3880f1c3f4,"trust
anticipation
surprise",,yes,none,1,57726f0fedc2cb3880b94ae6,"trust
anticipation
surprise",,yes,"face
body",1,57726e8dedc2cb3880b76528,"trust
love
anticipation
surprise",,yes,"face
body",1,5772850cedc2cb3880ffc52b,"trust
gratitude
anticipation
surprise",,yes,none,1,57727334edc2cb3880c7ea9a,"trust
happiness
anticipation
surprise",,yes,"face
body",1
worker_19,57726f0fedc2cb3880b94ae6,sadness,,57727334edc2cb3880c7ea9a,happiness,,57726e8dedc2cb3880b76528,happiness,,57728095edc2cb3880f1c3f4,surprise,,5772850cedc2cb3880ffc52b,humility,,57726f0fedc2cb3880b94ae6,other,n,5772850cedc2cb3880ffc52b,other,ol,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,happiness,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,surprise,,yes,none,0,57726f0fedc2cb3880b94ae6,sadness,,yes,"face
body",2,57726e8dedc2cb3880b76528,trust,,yes,"face
body",1,5772850cedc2cb3880ffc52b,humility,,yes,none,2,57727334edc2cb3880c7ea9a,happiness,,yes,"face
body",2
worker_20,57726f0fedc2cb3880b94ae6,trust,,57727334edc2cb3880c7ea9a,"trust
happiness",,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,anticipation,,5772850cedc2cb3880ffc52b,trust,,57726f0fedc2cb3880b94ae6,anticipation,,5772850cedc2cb3880ffc52b,trust,,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,trust,,57727334edc2cb3880c7ea9a,trust,,57728095edc2cb3880f1c3f4,"anticipation
surprise",,yes,none,1,57726f0fedc2cb3880b94ae6,trust,,yes,"face
body",1,57726e8dedc2cb3880b76528,trust,,yes,"face
body",2,5772850cedc2cb3880ffc52b,trust,,yes,none,2,57727334edc2cb3880c7ea9a,"trust
happiness",,yes,"face
body",3
worker_21,57726f0fedc2cb3880b94ae6,gratitude,,57727334edc2cb3880c7ea9a,happiness,,57726e8dedc2cb3880b76528,gratitude,,57728095edc2cb3880f1c3f4,surprise,,5772850cedc2cb3880ffc52b,trust,,57726f0fedc2cb3880b94ae6,trust,,5772850cedc2cb3880ffc52b,gratitude,,57726e8dedc2cb3880b76528,trust,,57728095edc2cb3880f1c3f4,trust,,57727334edc2cb3880c7ea9a,happiness,,57728095edc2cb3880f1c3f4,anticipation,,yes,none,1,57726f0fedc2cb3880b94ae6,trust,,yes,"face
body",1,57726e8dedc2cb3880b76528,trust,,yes,"face
body",1,5772850cedc2cb3880ffc52b,trust,,yes,none,1,57727334edc2cb3880c7ea9a,happiness,,yes,"face
body",1
worker_6,577286feedc2cb388006099a,disgust,,577286a2edc2cb388004d78d,disgust,,57727402edc2cb3880ca64d4,surprise,,5772779bedc2cb3880d4fe0f,trust,,57727c4bedc2cb3880e413d5,surprise,,57727c4bedc2cb3880e413d5,trust,,5772779bedc2cb3880d4fe0f,trust,,57727402edc2cb3880ca64d4,anticipation,,577286feedc2cb388006099a,disgust,,577286a2edc2cb388004d78d,disgust,,577286feedc2cb388006099a,disgust,,yes,none,-1,577286a2edc2cb388004d78d,disgust,,no,none,-1,57727402edc2cb3880ca64d4,surprise,,yes,"face
body",1,5772779bedc2cb3880d4fe0f,trust,,yes,"face
body",1,57727c4bedc2cb3880e413d5,surprise,,no,none,1
worker_22,577286feedc2cb388006099a,pessimism,,577286a2edc2cb388004d78d,anticipation,,57727402edc2cb3880ca64d4,anticipation,,5772779bedc2cb3880d4fe0f,happiness,,57727c4bedc2cb3880e413d5,disgust,,57727c4bedc2cb3880e413d5,optimism,,5772779bedc2cb3880d4fe0f,optimism,,57727402edc2cb3880ca64d4,optimism,,577286feedc2cb388006099a,humility,,577286a2edc2cb388004d78d,anticipation,,577286feedc2cb388006099a,disgust,,yes,none,-3,577286a2edc2cb388004d78d,anticipation,,no,none,0,57727402edc2cb3880ca64d4,surprise,,yes,none,-1,5772779bedc2cb3880d4fe0f,happiness,,no,face,1,57727c4bedc2cb3880e413d5,disgust,,no,none,-3
worker_23,577286feedc2cb388006099a,pessimism,,577286a2edc2cb388004d78d,surprise,,57727402edc2cb3880ca64d4,disgust,,5772779bedc2cb3880d4fe0f,"love
optimism",,57727c4bedc2cb3880e413d5,surprise,,57727c4bedc2cb3880e413d5,"sadness
shame",,5772779bedc2cb3880d4fe0f,"love
optimism",,57727402edc2cb3880ca64d4,"anticipation
surprise",,577286feedc2cb388006099a,"anticipation
surprise",,577286a2edc2cb388004d78d,"anticipation
surprise",,577286feedc2cb388006099a,"anticipation
surprise",,yes,none,0,577286a2edc2cb388004d78d,surprise,,no,none,0,57727402edc2cb3880ca64d4,"anticipation
surprise",,yes,none,-3,5772779bedc2cb3880d4fe0f,"love
optimism",,no,face,2,57727c4bedc2cb3880e413d5,sadness,,no,none,0
worker_24,577286feedc2cb388006099a,"fear
anticipation",,577286a2edc2cb388004d78d,other,n,57727402edc2cb3880ca64d4,anticipation,,5772779bedc2cb3880d4fe0f,"trust
anticipation",,57727c4bedc2cb3880e413d5,other,n,57727c4bedc2cb3880e413d5,anticipation,,5772779bedc2cb3880d4fe0f,other,n,57727402edc2cb3880ca64d4,anticipation,,577286feedc2cb388006099a,other,n,577286a2edc2cb388004d78d,anticipation,,577286feedc2cb388006099a,disgust,,yes,none,-2,577286a2edc2cb388004d78d,other,n,no,none,-2,57727402edc2cb3880ca64d4,anticipation,,yes,none,1,5772779bedc2cb3880d4fe0f,trust,,no,"face
body",3,57727c4bedc2cb3880e413d5,other,n,no,none,-1
worker_25,577286feedc2cb388006099a,surprise,,577286a2edc2cb388004d78d,surprise,,57727402edc2cb3880ca64d4,surprise,,5772779bedc2cb3880d4fe0f,happiness,,57727c4bedc2cb3880e413d5,surprise,,57727c4bedc2cb3880e413d5,disgust,,5772779bedc2cb3880d4fe0f,happiness,,57727402edc2cb3880ca64d4,happiness,,577286feedc2cb388006099a,anticipation,,577286a2edc2cb388004d78d,surprise,,577286feedc2cb388006099a,surprise,,yes,none,0,577286a2edc2cb388004d78d,surprise,,no,none,0,57727402edc2cb3880ca64d4,surprise,,yes,none,0,5772779bedc2cb3880d4fe0f,happiness,,no,"face
body",0,57727c4bedc2cb3880e413d5,surprise,,no,none,0
worker_26,577286feedc2cb388006099a,pessimism,,577286a2edc2cb388004d78d,humility,,57727402edc2cb3880ca64d4,"love
arrogance
disgust",,5772779bedc2cb3880d4fe0f,humility,,57727c4bedc2cb3880e413d5,disgust,,57727c4bedc2cb3880e413d5,"gratitude
humility",,5772779bedc2cb3880d4fe0f,happiness,,57727402edc2cb3880ca64d4,happiness,,577286feedc2cb388006099a,happiness,,577286a2edc2cb388004d78d,surprise,,577286feedc2cb388006099a,"pessimism
regret",,yes,none,-2,577286a2edc2cb388004d78d,humility,,no,none,0,57727402edc2cb3880ca64d4,"love
arrogance
disgust",,yes,none,-1,5772779bedc2cb3880d4fe0f,humility,,yes,"face
body",2,57727c4bedc2cb3880e413d5,disgust,,no,none,-2
worker_11,577286feedc2cb388006099a,"fear
pessimism
surprise",,577286a2edc2cb388004d78d,"disagreeableness
surprise",,57727402edc2cb3880ca64d4,"love
surprise",,5772779bedc2cb3880d4fe0f,"trust
gratitude
humility
happiness
love",,57727c4bedc2cb3880e413d5,surprise,,57727c4bedc2cb3880e413d5,"regret
anticipation",,5772779bedc2cb3880d4fe0f,"trust
love
anticipation",,57727402edc2cb3880ca64d4,"anticipation
surprise",,577286feedc2cb388006099a,other,n,577286a2edc2cb388004d78d,"anticipation
surprise",,577286feedc2cb388006099a,"disgust
fear
surprise",,yes,none,-1,577286a2edc2cb388004d78d,"disagreeableness
surprise",,no,none,2,57727402edc2cb3880ca64d4,"love
anticipation
surprise",,yes,none,1,5772779bedc2cb3880d4fe0f,"trust
gratitude
humility
happiness
love",,no,"face
body",3,57727c4bedc2cb3880e413d5,"anticipation
surprise",,no,none,-2
worker_20,577286feedc2cb388006099a,fear,,577286a2edc2cb388004d78d,anticipation,,57727402edc2cb3880ca64d4,surprise,,5772779bedc2cb3880d4fe0f,trust,,57727c4bedc2cb3880e413d5,anticipation,,57727c4bedc2cb3880e413d5,optimism,,5772779bedc2cb3880d4fe0f,"trust
humility",,57727402edc2cb3880ca64d4,trust,,577286feedc2cb388006099a,anticipation,,577286a2edc2cb388004d78d,anticipation,,577286feedc2cb388006099a,anticipation,,yes,none,-2,577286a2edc2cb388004d78d,anticipation,,no,none,0,57727402edc2cb3880ca64d4,surprise,,yes,none,1,5772779bedc2cb3880d4fe0f,trust,,no,"face
body",1,57727c4bedc2cb3880e413d5,anticipation,,no,none,-2
